contextId,contextType,seriesId,seriesName,seasonYear,eventId,eventName,sessionId,sessionType,sessionName,trackId,trackName,driverId,driverName,lapNumber,subtype,impactLabel,description,sourceConfidence,sourceState,provenanceRefCount,sourceHash
asset_frp_f1600_2019_r7_05_race_2_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_05_race_2,race,Race 2,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Race 2.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_frp_f1600_2019_r7_06_race_3_pdf,media,series_frp_f1600,F1600 Championship Series,2019,event_frp_f1600_2019_r7_new_jersey_motorsports_park,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_06_race_3,race,Race 3,track_new_jersey_motorsports_park_thunderbolt,New Jersey Motorsports Park Thunderbolt,,,,pdf,link_only,Official FRP F1600 timing PDF for New Jersey Motorsports Park Race 3.,link_only,media_narrative_context,2,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
asset_formula_ford_2020_festival_book_pdf,media,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,,,,track_brands_hatch_indy,Brands Hatch Indy,,,,pdf,link_only,"Official BRSCC/TSL Formula Ford Festival 2020 result book with qualifying, heats, semi-finals, finals, lap charts, and timing analysis.",link_only,media_narrative_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_grand_final_race_21_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_grand_final_race_21,race,GRAND FINAL (RACE 21),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,drying; drying,drying / drying (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_heat_1_race_4_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_heat_1_race_4,heat,HEAT 1 (RACE 4),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,damp; damp,damp / damp (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_heat_2_race_5_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_heat_2_race_5,heat,HEAT 2 (RACE 5),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,damp; damp,damp / damp (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_heat_3_race_6_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_heat_3_race_6,heat,HEAT 3 (RACE 6),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,damp; damp,damp / damp (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_historic_final_race_17_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_historic_final_race_17,race,HISTORIC FINAL - RACE 17,track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,dry; dry,dry / dry (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_last_chance_race_race_19_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_last_chance_race_race_19,race,LAST CHANCE RACE (RACE 19),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,damp; damp,damp / damp (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_qualifying_heat_1_race_4_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_qualifying_heat_1_race_4,qualifying,QUALIFYING - HEAT 1 (RACE 4),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,dry; dry,dry / dry (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
weather_formula_ford_2020_festival_qualifying_heat_2_race_5_official_conditions,weather,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_formula_ford_festival,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_qualifying_heat_2_race_5,qualifying,QUALIFYING - HEAT 2 (RACE 5),track_brands_hatch_indy,Brands Hatch Indy,,,,series_report,dry; dry,dry / dry (TSL official classification weather/track line),official,official_weather_context,1,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
