sourceId,sourceType,sourceName,confidenceTier,url,hasUrl,linkedUrlCount,retrievedAt,publishedAt,accessedBy,parser,hasRawArtifact,rawArtifactPath,coverage,licenseNotes,notes,sourceHash
source_track_metadata_hampton_downs_motorsport_park,official_page,Hampton Downs Motorsport Park track metadata source pack,high,https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Hampton Downs Motorsport Park. Primary layout source: https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf. Coordinate source: https://everything.explained.today/Hampton_Downs/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",MotorSport New Zealand circuit map confirms 4.0 km clockwise Hampton Downs International layout used by FR Oceania; public reference supplies coordinates and 10-turn context.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_hungaroring,official_page,Hungaroring track metadata source pack,high,https://www.formula1.com/en/information/hungary-hungaroring-budapest.3Sz0BTKiIf7ov9bnezZ5dU,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Hungaroring. Primary layout source: https://www.formula1.com/en/information/hungary-hungaroring-budapest.3Sz0BTKiIf7ov9bnezZ5dU. Coordinate source: https://hungaroring.hu/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Formula 1 Hungaroring page confirms 4.381 km circuit length; public/F1 references confirm 14-turn clockwise layout.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_indianapolis_motor_speedway_road_course,official_page,Indianapolis Motor Speedway Road Course track metadata source pack,high,https://www.indycar.com/Schedule/2024/Indianapolis,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Indianapolis Motor Speedway Road Course. Primary layout source: https://www.indycar.com/Schedule/2024/Indianapolis. Coordinate source: https://www.indianapolismotorspeedway.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",INDYCAR schedule/IMS sources used for race layout length and location.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_iowa_speedway,official_page,Iowa Speedway track metadata source pack,high,https://www.indycar.com/-/media/Files/2025/INXT/00-TESTS/IOWA/indynxt-results-pcomb-p2.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Iowa Speedway. Primary layout source: https://www.indycar.com/-/media/Files/2025/INXT/00-TESTS/IOWA/indynxt-results-pcomb-p2.pdf. Coordinate source: https://www.iowaspeedway.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",INDYCAR oval event layout; coordinate from speedway location references.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_manfeild_circuit_chris_amon,official_page,Manfeild - Circuit Chris Amon track metadata source pack,high,https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Manfeild - Circuit Chris Amon. Primary layout source: https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf. Coordinate source: https://airdensityonline.com/track-results/Manfeild_Circuit_Chris_Amon/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",MotorSport New Zealand circuit map confirms 3.03 km clockwise Manfeild layout; public references confirm coordinates and seven-turn short Grand Prix configuration.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_michelin_raceway_road_atlanta,official_page,Michelin Raceway Road Atlanta track metadata source pack,high,https://www.michelinracewayroadatlanta.com/,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Michelin Raceway Road Atlanta. Primary layout source: https://www.michelinracewayroadatlanta.com/. Coordinate source: https://www.michelinracewayroadatlanta.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","Official venue fast facts confirm 2.54-mile, 12-turn road course. Coordinates are public venue coordinates used for weather joins.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_mid_ohio_sports_car_course,official_page,Mid-Ohio Sports Car Course track metadata source pack,high,https://midohio.com/info-m,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Mid-Ohio Sports Car Course. Primary layout source: https://midohio.com/info-m. Coordinate source: https://midohio.com/info-m.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Mid-Ohio official track source used for full-course metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_new_jersey_motorsports_park_thunderbolt,official_page,New Jersey Motorsports Park Thunderbolt Raceway track metadata source pack,high,https://njmp.com/track-map/,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for New Jersey Motorsports Park Thunderbolt. Primary layout source: https://njmp.com/track-map/. Direction source: https://lapmeta.com/en/track/variation/890/track_map. Coordinate source: https://njmp.com/track-map/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Official NJMP track map confirms Thunderbolt Raceway as 2.25 miles with 12 turns. Lapmeta circuit profile supplies clockwise direction; keep direction confidence below official until an NJMP/series race-direction document is recovered.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_oulton_park_international,official_page,Oulton Park track metadata source pack,high,https://www.oultonpark.co.uk/about/circuit-layouts,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Oulton Park International. Primary layout source: https://www.oultonpark.co.uk/about/circuit-layouts. Coordinate source: https://www.oultonpark.co.uk/about/circuit-layouts.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",MSV/Oulton Park circuit information used for International layout metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_pittsburgh_international_race_complex,official_page,Pittsburgh International Race Complex track metadata source pack,high,https://www.visitpa.com/listing/pittsburgh-international-race-complex/1794/,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Pittsburgh International Race Complex. Primary layout source: https://www.visitpa.com/listing/pittsburgh-international-race-complex/1794/. Coordinate source: https://www.motoamericaregistration.com/PDF/TrackMaps/Pitt%20Track%20Map.pdf.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","VisitPA confirms 2.8-mile full circuit with 19 corners. MotoAmerica public map supplies coordinates and clockwise direction. Pitt Race reportedly closed after 2025, but 2019 FRP historical sessions use this venue.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_portland_international_raceway,official_page,Portland International Raceway track metadata source pack,high,https://portlandraceway.com/,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Portland International Raceway. Primary layout source: https://portlandraceway.com/. Coordinate source: https://portlandraceway.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Portland International Raceway public track information used for layout/location metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_red_bull_ring,official_page,Red Bull Ring track metadata source pack,high,https://www.formula1.com/en/information/red-bull-ring-spielberg.1s7EC2bGta7o1thZkVPbbq,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Red Bull Ring. Primary layout source: https://www.formula1.com/en/information/red-bull-ring-spielberg.1s7EC2bGta7o1thZkVPbbq. Coordinate source: https://www.redbullring.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Formula 1 Red Bull Ring page confirms 4.318 km circuit length; public/F1 references confirm 10-turn clockwise layout.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_road_america,official_page,Road America track metadata source pack,high,https://www.roadamerica.com/faq,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Road America. Primary layout source: https://www.roadamerica.com/faq. Coordinate source: https://www.roadamerica.com/faq.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Road America track facts/source references used for full-course metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_silverstone_gp,official_page,Silverstone Circuit track metadata source pack,high,https://www.fia.com/sites/default/files/2020_british_gp_preview_0.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Silverstone GP. Primary layout source: https://www.fia.com/sites/default/files/2020_british_gp_preview_0.pdf. Coordinate source: https://www.silverstone.co.uk/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",FIA British GP preview confirms 5.891 km Grand Prix lap length; public circuit references supply corners/location.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_silverstone_international,official_page,Silverstone Circuit track metadata source pack,high,https://www.tsl-timing.com/file/?f=BARC/2020/204121ffn.pdf,yes,3,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Silverstone International. Primary layout source: https://www.tsl-timing.com/file/?f=BARC/2020/204121ffn.pdf. Direction source: https://oversteer48.com/silverstone-circuit-configurations/. Coordinate source: https://www.silverstone.co.uk/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Official TSL/BARC National FF1600 timing book confirms the Silverstone International layout and 1.8508-mile lap length used for Bryce's 2020 event. Public Silverstone layout guides support clockwise direction and corner-count context.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_silverstone_national,official_page,Silverstone Circuit track metadata source pack,high,https://www.lotus-on-track.com/circuit-guides/silverstone/,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Silverstone National. Primary layout source: https://www.lotus-on-track.com/circuit-guides/silverstone/. Coordinate source: https://www.silverstone.co.uk/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Public Silverstone circuit guide confirms National layout at 1.64 miles; Silverstone official site used for venue identity/location.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_snetterton_300,official_page,Snetterton Circuit track metadata source pack,high,https://www.snetterton.co.uk/about/circuit-map,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Snetterton 300. Primary layout source: https://www.snetterton.co.uk/about/circuit-map. Coordinate source: https://www.snetterton.co.uk/about/circuit-map.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",MSV/Snetterton circuit information used for 300 layout metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_spa_gp,official_page,Circuit de Spa-Francorchamps track metadata source pack,high,https://www.formula1.com/en/information/belgium-circuit-de-spa-francorchamps.3LltuYaAXVRU8iezEsjzGw/,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Spa GP. Primary layout source: https://www.formula1.com/en/information/belgium-circuit-de-spa-francorchamps.3LltuYaAXVRU8iezEsjzGw/. Coordinate source: https://www.paddockweather.com/circuits.php?id=79.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Formula 1 source confirms 7.004 km length; public circuit/weather reference supplies coordinates/timezone/corner count.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_streets_of_detroit,official_page,Detroit Downtown Street Circuit track metadata source pack,high,https://www.imsa.com/wp-content/uploads/sites/32/2023/05/24/2023-IMSA-Official-Schedule-and-SR-Detroit-052423.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Streets of Detroit. Primary layout source: https://www.imsa.com/wp-content/uploads/sites/32/2023/05/24/2023-IMSA-Official-Schedule-and-SR-Detroit-052423.pdf. Direction source: https://www.imsa.com/wp-content/uploads/sites/32/2023/05/24/2023-IMSA-Official-Schedule-and-SR-Detroit-052423.pdf. Coordinate source: https://www.detroitgp.com/event-info/fast-facts.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","Official IMSA Detroit supplementary regulations confirm 1.7-mile, 9-turn temporary street course and counter-clockwise race direction; Detroit GP fast facts source supplies venue/event context.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_streets_of_st_petersburg,official_page,Streets of St. Petersburg track metadata source pack,high,https://www.imsa.com/wp-content/uploads/sites/32/2025/02/19/2025-IMSA-Provisional-Schedule-and-SR-MX-5-ST-Pete-021925.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Streets of St. Petersburg. Primary layout source: https://www.imsa.com/wp-content/uploads/sites/32/2025/02/19/2025-IMSA-Provisional-Schedule-and-SR-MX-5-ST-Pete-021925.pdf. Direction source: https://www.imsa.com/wp-content/uploads/sites/32/2025/02/19/2025-IMSA-Provisional-Schedule-and-SR-MX-5-ST-Pete-021925.pdf. Coordinate source: https://www.gpstpete.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","Official IMSA St. Petersburg supplementary regulations confirm 1.8-mile, 14-turn temporary street course and clockwise race direction; Grand Prix of St. Petersburg source supplies venue context.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_summit_point_motorsports_park,official_page,Summit Point Motorsports Park Main Circuit track metadata source pack,high,https://summitpointmp.com/,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Summit Point Motorsports Park. Primary layout source: https://summitpointmp.com/. Coordinate source: https://summitpointmp.com/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","Official venue homepage confirms 10-turn, 2-mile Summit Point Circuit. Coordinates are public venue coordinates used for weather joins.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_taupo_international_motorsport_park,official_page,Taupo International Motorsport Park track metadata source pack,high,https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Taupo International Motorsport Park. Primary layout source: https://motorsport.org.nz/wp-content/uploads/CRO004-Circuit-Maps.pdf. Coordinate source: https://everything.explained.today/Bruce_McLaren_Motorsport_Park/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",MotorSport New Zealand circuit map confirms 3.32 km anti-clockwise Taupo layout; public reference supplies coordinates and 14-turn Track 1 metadata.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_the_milwaukee_mile,official_page,The Milwaukee Mile track metadata source pack,high,https://wistatefair.com/wsfp/milwaukee-mile/,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for The Milwaukee Mile. Primary layout source: https://wistatefair.com/wsfp/milwaukee-mile/. Coordinate source: https://wistatefair.com/wsfp/milwaukee-mile/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Milwaukee Mile official/public venue references used for oval location and length.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_virginia_international_raceway,official_page,Virginia International Raceway track metadata source pack,high,https://virnow.com/track/configurations/,yes,1,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Virginia International Raceway. Primary layout source: https://virnow.com/track/configurations/. Coordinate source: https://virnow.com/track/configurations/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.",Official VIR configurations page confirms 3.27-mile full course. Public coordinate references support venue coordinates for weather joins.,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
source_track_metadata_watkins_glen_international,official_page,Watkins Glen International track metadata source pack,high,https://www.theglen.com/faq/,yes,2,2026-07-11T20:47:16.634Z,,scripts/backfill-track-metadata.mjs,scripts/backfill-track-metadata.mjs,yes,data/career/raw/track-metadata/track-metadata.v1.json,Layout/location metadata for Watkins Glen International. Primary layout source: https://www.theglen.com/faq/. Coordinate source: https://www.topozone.com/new-york/schuyler-ny/locale/watkins-glen-international/.,"Public track/circuit metadata sources; store extracted facts, source URLs, and provenance only.","FRP official PDF headers use 3.370 miles. Watkins Glen public FAQ describes the 3.4-mile, 11-turn Grand Prix course. Coordinate source is public venue geocoding.",900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
